Sentence,Language
"Det blev då möjligt att formulera en teori som korrekt beskrev spektrumet för den elektromagnetiska strålning som en varm kropp sänder ut, medan tidigare modeller hade förutspått den utsända strålningen skulle bli oändligt stark då våglängden gick mot noll, den så kallade  ultravioletta katastrofen.",sv
"Other notable achievements of Greek mathematics are conic sections (Apollonius of Perga, 3rd century BC), trigonometry (Hipparchus of Nicaea, 2nd century BC), and the beginnings of algebra (Diophantus, 3rd century AD).",en
"Deze corresponderen veelal met andere metrieken, vaak niet meer gebaseerd op de reële getallen.",nl
"Kuruluşlar ve vatandaşlar, mevcut biyoçeşitlilik krizine, yerelden küresel ölçeklere kadar endişeleri ele alan araştırma, izleme ve eğitim programlarını yönlendiren koruma eylem planları aracılığıyla yanıt vermektedir.",tr
"Στην Ελλάδα, εξελικτικοί βιολόγοι με αναγνωρισμένο κύρος και σημαντική συγγραφική παρουσία είναι οι καθηγητές Κωνσταντίνος Καστρίτσης, Κωνσταντίνος Κριμπάς και Ελευθέριος Ζούρος.",el
"Den matematiske sandheds uafhængighed af enhver eksperimentering indebærer, at nøjagtigheden af sådanne forudsigelser kun afhænger af modellens tilstrækkelighed.",da
"På en mer abstrakt nivå går det att säga att fysiken formuleras i termer av symmetrier och bevarandelagar för energi, rörelsemängd, laddning och paritet.",sv
Enligt Gibbs fasregel kan inte fler än tre fasgränser mötas i samma punkt.,sv
ولكن حتى قبل اكتشاف الصينيين للمغناطيسية، عرف الإغريق القدماء عن أشياء أخرى مثل الكهرمان، أنه عندما يفرك الفراء من شأنه أن يسبب جاذبية غير مرئية مماثلة بين الاثنين.,ar
ظهرت الحجج الصارمة أولًا في الرياضيات اليونانية، وعلى الأخص في أصول إقليدس.,ar
"Vengono studiate le fasi della materia e le transizioni di fase, ponendo enfasi sulle leggi che governano lo stato gassoso, sulla struttura dei solidi cristallini e sui diagrammi di fase.",it
Он превратил внезапные катастрофы в цепь длительных незначительных изменений:,ru
"Således definieras oxidation bättre som en ökning i oxidationstal, och reduktion som en minskning i oxidationstal.",sv
"மோல் என்பது ஓர் அளவீட்டு அலகு ஆகும், இது வேதிப் பொருளின் அளவைக் குறிக்கிறது இரசாயன அளவு என்றும் அழைக்கப்படுகிறது.",ta
Les études de ces agencements de couches sont par ailleurs utiles dans la recherche d'hydrocarbures.,fr
"Οι αρχαίοι Αιγύπτιοι πρωτοπόρησαν στην τέχνη της «υγρής» συνθετικής χημείας, πάνω από 4.000 χρόνια πριν.",el
Κάθε ζωντανός οργανισμός αλληλεπιδρά με άλλους οργανισμούς και με το φυσικό περιβάλλον του.,el
"A taxonomia separa os organismos em grupos chamados táxon, enquanto a sistemática procura estabelecer relações entre estes.",pt
Общие механизмы превращения химической энергии в полезную для поддержания жизни называются дыхание и метаболизм.,ru
"இத்துறையில் கிரேக்கர்கள் தொழில்துறைப் பட்டறிவுகளுடனும், தெளிவற்ற எடுகோள்களுடனும் நிறுத்திக்கொள்ள, முசுலிம்கள் துல்லியமான கவனிப்புகளையும், கட்டுப்பாடுள்ள சோதனை முறைகளையும், கவனமான குறிப்பெடுத்தலையும் அறிமுகப்படுத்தினர்.",ta
"எனினும் ""தொண்டு"" அல்லது ""தொன்பது"" பயன்படுத்தப்படவில்லை.",ta
"nécessaire], la physique est l'une des trois parties de l'enseignement de la philosophie, aux côtés de l'éthique et de la logique.",fr
"On the contrary, many important mathematical results (theorems) are solutions of problems that other mathematicians failed to solve, and the invention of a way for solving them may be a fundamental way of the solving process.",en
"Segundo esse pensamento, portanto, o conhecimento sobre o mundo físico não passa de um simples blefe, abrindo margem para a validação de pseudociências.",pt
Novos paradigmas tentam responder de forma mais eficaz as anomalias que o paradigma vigente não consegue mais responder.,pt
"Langt de fleste landes universiteter har geologiske forskningsinstitutter, og de fleste lande har desuden nationale geologiske undersøgelser, som typisk tager sig af kortlægning af råstoffer, geotermiske reservoirer, grundvand, sårbar natur og følger af klimaforandringer.",da
"Fysik (over latin: physica fra oldgræsk: φυσική viden om natur) handler om stof, energi og bevægelse i den natur, der omgiver mennesket.",da
الطوبولوجيا في جميع تداعياتها العديدة ربما كانت أكبر منطقة نمو في الرياضيات في القرن العشرين؛ ويشمل طوبولوجيا مجموعة النقاط، طوبولوجيا نظرية المجموعة، طوبولوجيا جبرية وطوبولوجيا تفاضلية.,ar
À tout cela s'ajoute surtout de nombreux sels et une multitude de dérivés organiques et minéraux préparés ou recueillis dans un cadre traditionnel.,fr
Una consecuencia de la termodinámica es lo que hoy se conoce como física estadística.,es
"Hücre sinyalizasyonu (veya iletişimi), hücrelerin sinyalleri alma, işleme ve çevresiyle ve kendisiyle iletme yeteneğidir.",tr
1800-1849 (+24 elementos): revolución científica y revolución industrial.,es
"En conséquence des nombreuses caractéristiques et propriétés chimiques et physiques des minéraux, ainsi que leur très grande diversité, la minéralogie s'appuie sur de nombreuses sous-disciplines, comme la cristallographie (structure), la physique (propriétés optiques, radioactivité…) ou encore la chimie (formule chimique…).",fr
تم نشر قائمة جديدة من سبع مسائل مهمة، بعنوان «جائزة مسائل الألفية»، في عام 2000.,ar
Today's subareas of geometry include:,en
"El número de átomos a la izquierda y la derecha en la ecuación para una transformación química debe ser igual (cuando es desigual, la transformación, por definición, no es química, sino más bien una reacción nuclear o la desintegración radiactiva).",es
Elle permet en effet la résolution approchée de problèmes mathématiques qui ne peuvent pas être traités analytiquement.,fr
"In a series of pioneering scattering experiments Ernest Rutherford at the University of Manchester discovered the internal structure of the atom and the existence of the proton, classified and explained the different types of radioactivity and successfully transmuted the first element by bombarding nitrogen with alpha particles.",en
"De axiomatische verzamelingenleer leidde tot een logische eenmaking van voorheen afzonderlijke ""takken"" van de wiskunde zoals algebra, meetkunde en differentiaalrekening.",nl
The global top 50 chemical producers in 2013 had sales of US$980.5 billion with a profit margin of 10.3%.,en
«يشتكي البعض من أنه لا يمكن التحقق من برنامج الحاسوب بشكل صحيح»، (في إشارة إلى إثبات هاكين - أبل لنظرية الألوان الأربعة).,ar
